SCIACOVELLI SINDACO - CI PIACE!,NOI PER BARI - ITALEXIT PER L'ITALIA PER SCIACOVELLI SINDACO,BARI CITTÀ D'EUROPA,MOVIMENTO CINQUE STELLE,GENERAZIONE URBANA,BARI BENE COMUNE,PCI - PARTITO COMUNISTA ITALIANO,LAFORGIA SINDACO,NOI POPOLARI,PROGETTO BARI CON LECCESE,PARTITO DEMOCRATICO,LECCESE SINDACO,CON LECCESE SINDACO,DECARO PER BARI,EUROPA VERDE - VERDI,BARI X FABIO ROMITO,AGORÀ,MARIO CONCA PER BARI,NOI MODERATI - RIPRENDIAMOCI IL FUTURO,LIBERALI E RIFORMISTI - nPSI,UDC - PRIMA L'ITALIA PER ROMITO SINDACO,FRATELLI D'ITALIA,FORZA ITALIA,ROMITO SINDACO,PENSIONATI E INVALIDI,OLTRE MANGANO SINDACO,TOT_SEZIONE,COALIZIONE ROMITO,COALIZIONE LECCESE,COALIZIONE LAFORGIA,SEZIONE
0.004310344827586207,0.010057471264367816,0.015804597701149427,0.041666666666666664,0.0028735632183908046,0.01293103448275862,0.0,0.040229885057471264,0.0028735632183908046,0.004310344827586207,0.05316091954022988,0.017241379310344827,0.020114942528735632,0.03879310344827586,0.0,0.007183908045977011,0.0014367816091954023,0.0,0.020114942528735632,0.0028735632183908046,0.07758620689655173,0.04310344827586207,0.03017241379310345,0.05172413793103448,0.0,0.0014367816091954023,1.0,0.23419540229885058,0.13649425287356323,0.11350574712643678,2
0.0035842293906810036,0.005376344086021506,0.023297491039426525,0.03225806451612903,0.0035842293906810036,0.012544802867383513,0.0,0.008960573476702509,0.008960573476702509,0.008960573476702509,0.07885304659498207,0.010752688172043012,0.016129032258064516,0.08602150537634409,0.0017921146953405018,0.008960573476702509,0.0017921146953405018,0.0,0.008960573476702509,0.010752688172043012,0.04659498207885305,0.07347670250896057,0.01971326164874552,0.026881720430107527,0.0017921146953405018,0.0,1.0,0.1989247311827957,0.2114695340501792,0.08064516129032258,3
0.002028397565922921,0.0010141987829614604,0.016227180527383367,0.017241379310344827,0.011156186612576065,0.02028397565922921,0.0010141987829614604,0.05476673427991886,0.009127789046653144,0.028397565922920892,0.10243407707910751,0.02535496957403651,0.016227180527383367,0.032454361054766734,0.002028397565922921,0.015212981744421906,0.0010141987829614604,0.004056795131845842,0.0,0.004056795131845842,0.011156186612576065,0.07606490872210954,0.02231237322515213,0.02636916835699797,0.0,0.0,1.0,0.16024340770791076,0.21602434077079108,0.1206896551724138,4
0.0,0.0010080645161290322,0.016129032258064516,0.028225806451612902,0.006048387096774193,0.01310483870967742,0.0030241935483870967,0.028225806451612902,0.03931451612903226,0.021169354838709676,0.08971774193548387,0.038306451612903226,0.024193548387096774,0.02721774193548387,0.012096774193548387,0.010080645161290322,0.0,0.0010080645161290322,0.0020161290322580645,0.0010080645161290322,0.016129032258064516,0.04838709677419355,0.015120967741935484,0.057459677419354836,0.0010080645161290322,0.0,1.0,0.15221774193548387,0.25201612903225806,0.09475806451612903,5
0.0,0.0,0.018581081081081082,0.02195945945945946,0.005067567567567568,0.02702702702702703,0.0016891891891891893,0.04222972972972973,0.008445945945945946,0.008445945945945946,0.11317567567567567,0.02702702702702703,0.030405405405405407,0.04391891891891892,0.006756756756756757,0.011824324324324325,0.0,0.005067567567567568,0.013513513513513514,0.0016891891891891893,0.030405405405405407,0.04054054054054054,0.011824324324324325,0.028716216216216218,0.0,0.0016891891891891893,1.0,0.14358108108108109,0.23817567567567569,0.11655405405405406,6
0.0,0.0,0.049800796812749,0.02390438247011952,0.0,0.0199203187250996,0.00199203187250996,0.013944223107569721,0.00398406374501992,0.0099601593625498,0.08764940239043825,0.01593625498007968,0.029880478087649404,0.06772908366533864,0.00597609561752988,0.017928286852589643,0.0,0.0,0.00199203187250996,0.01593625498007968,0.029880478087649404,0.0398406374501992,0.049800796812749,0.013944223107569721,0.0,0.0,1.0,0.1693227091633466,0.22111553784860558,0.10956175298804781,7
0.00267379679144385,0.001336898395721925,0.01871657754010695,0.026737967914438502,0.0053475935828877,0.022727272727272728,0.0,0.0481283422459893,0.0066844919786096255,0.014705882352941176,0.12032085561497326,0.026737967914438502,0.0213903743315508,0.02406417112299465,0.0066844919786096255,0.008021390374331552,0.001336898395721925,0.0053475935828877,0.001336898395721925,0.00267379679144385,0.017379679144385027,0.058823529411764705,0.017379679144385027,0.0374331550802139,0.0,0.004010695187165776,1.0,0.1497326203208556,0.22058823529411764,0.12165775401069519,8
0.007936507936507936,0.0015873015873015873,0.009523809523809525,0.01904761904761905,0.007936507936507936,0.01904761904761905,0.006349206349206349,0.023809523809523808,0.011111111111111112,0.031746031746031744,0.08253968253968254,0.01904761904761905,0.022222222222222223,0.05873015873015873,0.006349206349206349,0.004761904761904762,0.0,0.0015873015873015873,0.01746031746031746,0.0,0.020634920634920634,0.044444444444444446,0.022222222222222223,0.05873015873015873,0.0,0.0031746031746031746,1.0,0.16984126984126985,0.23174603174603176,0.08571428571428572,9
0.0014245014245014246,0.0014245014245014246,0.009971509971509971,0.02849002849002849,0.004273504273504274,0.022792022792022793,0.004273504273504274,0.038461538461538464,0.007122507122507123,0.019943019943019943,0.12108262108262108,0.027065527065527065,0.01282051282051282,0.04700854700854701,0.007122507122507123,0.019943019943019943,0.0014245014245014246,0.0014245014245014246,0.008547008547008548,0.011396011396011397,0.011396011396011397,0.05128205128205128,0.011396011396011397,0.029914529914529916,0.0,0.0,1.0,0.1467236467236467,0.24216524216524216,0.10826210826210826,10
0.0,0.003105590062111801,0.009316770186335404,0.03260869565217391,0.004658385093167702,0.027950310559006212,0.004658385093167702,0.046583850931677016,0.004658385093167702,0.012422360248447204,0.11024844720496894,0.029503105590062112,0.013975155279503106,0.023291925465838508,0.007763975155279503,0.007763975155279503,0.0,0.0015527950310559005,0.012422360248447204,0.0,0.018633540372670808,0.06832298136645963,0.021739130434782608,0.03571428571428571,0.003105590062111801,0.0,1.0,0.16925465838509315,0.20186335403726707,0.12577639751552794,11
