SCIACOVELLI SINDACO - CI PIACE!,NOI PER BARI - ITALEXIT PER L'ITALIA PER SCIACOVELLI SINDACO,BARI CITTÀ D'EUROPA,MOVIMENTO CINQUE STELLE,GENERAZIONE URBANA,BARI BENE COMUNE,PCI - PARTITO COMUNISTA ITALIANO,LAFORGIA SINDACO,NOI POPOLARI,PROGETTO BARI CON LECCESE,PARTITO DEMOCRATICO,LECCESE SINDACO,CON LECCESE SINDACO,DECARO PER BARI,EUROPA VERDE - VERDI,BARI X FABIO ROMITO,AGORÀ,MARIO CONCA PER BARI,NOI MODERATI - RIPRENDIAMOCI IL FUTURO,LIBERALI E RIFORMISTI - nPSI,UDC - PRIMA L'ITALIA PER ROMITO SINDACO,FRATELLI D'ITALIA,FORZA ITALIA,ROMITO SINDACO,PENSIONATI E INVALIDI,OLTRE MANGANO SINDACO,TOT_SEZIONE,COALIZIONE ROMITO,COALIZIONE LECCESE,COALIZIONE LAFORGIA,SEZIONE
3,7,11,29,2,9,0,28,2,3,37,12,14,27,0,5,1,0,14,2,54,30,21,36,0,1,348,163,95,79,1
2,3,13,18,2,7,0,5,5,5,44,6,9,48,1,5,1,0,5,6,26,41,11,15,1,0,279,111,118,45,2
2,1,16,17,11,20,1,54,9,28,101,25,16,32,2,15,1,4,0,4,11,75,22,26,0,0,493,158,213,119,3
0,1,16,28,6,13,3,28,39,21,89,38,24,27,12,10,0,1,2,1,16,48,15,57,1,0,496,151,250,94,4
0,0,11,13,3,16,1,25,5,5,67,16,18,26,4,7,0,3,8,1,18,24,7,17,0,1,296,85,141,69,5
0,0,25,12,0,10,1,7,2,5,44,8,15,34,3,9,0,0,1,8,15,20,25,7,0,0,251,85,111,55,6
2,1,14,20,4,17,0,36,5,11,90,20,16,18,5,6,1,4,1,2,13,44,13,28,0,3,374,112,165,91,7
5,1,6,12,5,12,4,15,7,20,52,12,14,37,4,3,0,1,11,0,13,28,14,37,0,2,315,107,146,54,8
1,1,7,20,3,16,3,27,5,14,85,19,9,33,5,14,1,1,6,8,8,36,8,21,0,0,351,103,170,76,9
0,2,6,21,3,18,3,30,3,8,71,19,9,15,5,5,0,1,8,0,12,44,14,23,2,0,322,109,130,81,10
3,2,20,27,2,3,0,10,3,6,51,8,16,42,4,3,0,0,6,11,18,24,11,17,0,0,287,90,130,62,11
0,1,13,32,3,4,3,16,11,17,88,32,29,57,8,19,0,0,11,0,24,47,18,34,0,0,467,153,242,71,12
1,0,21,11,8,30,3,64,14,31,103,33,16,29,7,17,0,4,3,0,36,103,31,41,0,0,606,235,233,137,13
3,1,18,27,4,30,0,43,18,27,97,20,56,42,7,23,0,2,4,3,10,57,13,52,1,3,561,165,267,122,14
4,0,9,17,10,36,0,26,19,24,79,27,48,48,16,11,0,0,5,0,27,65,18,34,0,3,526,160,261,98,15
4,0,26,47,7,16,1,36,14,25,96,30,19,39,8,12,1,0,6,3,15,63,13,31,0,0,512,144,231,133,16
3,0,19,31,4,37,1,25,11,20,83,18,18,51,6,26,0,1,7,2,9,36,10,39,1,0,458,131,207,117,17
4,0,21,14,15,33,2,49,5,29,92,24,19,30,9,14,0,3,1,0,31,91,31,34,0,0,551,205,208,134,18
1,0,12,12,11,26,0,43,9,16,54,31,11,12,11,16,2,0,2,1,15,71,28,28,0,1,413,163,144,104,19
4,1,12,17,18,28,3,43,5,21,60,22,17,28,6,16,0,2,2,1,9,72,30,51,0,1,469,183,159,121,20
1,0,22,15,12,20,7,51,11,21,99,33,17,36,8,9,0,2,3,6,14,89,15,33,0,0,524,171,225,127,21
2,0,11,24,15,34,5,38,3,10,89,26,14,21,12,11,0,0,4,1,20,48,17,29,0,0,434,130,175,127,22
2,0,30,28,0,10,0,13,5,7,77,15,24,45,1,2,0,0,1,3,18,51,21,26,3,0,382,125,174,81,23
0,0,8,37,3,18,1,37,4,17,136,12,32,47,5,5,5,1,2,0,23,77,13,16,0,0,499,142,253,104,24
1,0,26,18,1,9,2,6,6,12,58,11,17,49,0,5,0,3,1,5,17,39,19,21,0,4,330,110,153,62,25
2,0,23,14,14,41,1,51,8,26,100,22,24,19,6,10,0,2,6,4,17,66,19,40,0,2,517,164,205,144,26
3,0,13,27,4,28,2,26,7,23,118,28,17,50,7,3,0,0,1,2,4,27,11,28,0,1,430,76,250,100,27
3,1,40,15,2,2,0,16,0,2,49,6,11,47,1,6,0,0,0,0,13,42,16,19,0,0,291,96,116,75,28
3,0,5,13,2,33,0,55,15,21,104,25,15,26,5,17,1,1,3,2,14,56,33,38,1,0,488,166,211,108,29
4,0,38,6,2,12,0,17,0,6,97,22,23,53,3,8,2,0,5,0,18,48,13,26,1,2,406,121,204,75,30
1,1,7,25,8,22,1,46,3,17,88,26,22,24,4,13,1,1,4,1,6,45,22,26,0,0,414,119,184,109,31
3,1,13,19,3,18,1,24,3,16,77,13,23,31,5,7,0,1,11,5,26,49,22,44,0,0,415,165,168,78,32
1,2,21,17,14,37,3,48,25,26,103,21,22,27,8,15,0,0,2,3,11,83,24,26,0,0,539,164,232,140,33
6,1,19,8,12,34,3,72,12,34,88,33,24,28,7,18,1,2,3,4,31,98,51,39,0,0,628,247,226,148,34
5,1,24,12,17,32,1,77,16,27,75,25,18,42,12,10,0,3,5,4,11,91,39,51,1,0,599,215,215,163,35
8,0,14,19,3,29,4,48,15,17,107,25,16,61,8,14,0,1,1,0,13,74,21,32,0,4,534,156,249,117,36
2,1,19,22,10,21,2,23,5,29,104,38,16,47,15,6,1,6,3,1,8,51,9,21,0,1,461,106,254,97,37
2,0,8,9,2,6,0,19,2,10,33,13,16,22,4,2,1,0,2,11,12,25,7,12,0,1,219,72,100,44,38
0,1,10,20,0,12,2,13,4,5,67,13,18,27,11,7,0,0,4,1,22,27,18,17,1,4,304,97,145,57,39
0,2,10,25,0,9,0,6,1,5,57,10,20,32,1,9,0,0,0,6,3,34,12,18,0,1,261,82,126,50,40
2,0,15,10,0,11,1,19,4,4,53,14,15,37,6,12,0,2,6,4,16,63,12,35,0,1,342,150,133,56,41
1,1,12,12,5,18,2,17,15,21,67,19,23,53,9,6,0,3,2,0,26,57,15,28,0,5,417,137,207,66,42
2,2,8,32,1,19,3,33,11,13,75,24,44,50,1,13,1,0,5,2,20,58,15,20,0,0,452,134,218,96,43
3,0,17,16,7,17,4,29,13,19,74,17,23,32,4,16,0,1,1,2,11,28,12,20,0,0,366,91,182,90,44
1,0,20,10,10,26,4,36,14,9,45,11,21,29,1,11,0,0,6,1,17,67,11,25,0,1,376,138,130,106,45
0,0,15,6,3,5,0,8,5,8,33,8,26,30,4,10,0,0,6,1,23,21,8,14,1,0,235,84,114,37,46
0,0,11,8,0,5,4,15,2,7,68,15,16,51,12,6,0,0,0,1,19,28,9,25,0,0,302,88,171,43,47
3,0,19,45,9,23,3,44,13,22,112,39,31,36,13,13,2,3,5,4,8,52,20,31,0,2,552,138,266,143,48
0,2,14,20,3,22,1,23,13,24,88,20,16,26,6,8,0,0,0,6,11,31,7,28,1,3,373,92,193,83,49
2,2,13,66,3,16,2,42,4,14,106,18,52,63,6,13,3,0,3,1,27,88,40,25,1,3,613,201,263,142,50
2,1,10,28,19,37,1,56,2,26,149,30,26,31,4,10,0,0,7,2,18,57,19,25,0,1,561,138,268,151,51
5,0,8,18,2,17,2,31,10,12,60,15,26,37,4,7,1,1,5,0,9,30,6,23,0,1,330,82,164,78,52
1,1,12,8,6,8,2,14,4,4,76,13,19,24,1,4,3,0,4,1,11,37,11,21,0,1,286,92,141,50,53
2,0,14,15,3,13,3,17,7,6,63,20,27,34,0,8,0,0,4,4,20,33,11,33,0,0,337,113,157,65,54
0,0,5,16,3,24,3,20,7,21,79,14,23,24,9,6,0,1,1,1,7,36,5,19,0,2,326,76,177,71,55
1,0,15,13,1,18,4,21,11,13,67,27,12,36,4,5,0,0,2,0,14,46,6,20,0,1,337,93,170,72,56
1,0,13,35,10,27,3,36,4,24,91,25,18,43,10,10,1,6,7,2,17,54,12,36,0,2,487,145,215,124,57
2,2,23,14,8,9,1,24,12,6,72,25,23,30,3,11,0,1,3,11,33,35,7,20,0,2,377,121,171,79,58
4,5,25,21,5,39,2,70,5,32,94,39,25,32,18,27,0,0,7,0,17,99,31,35,1,0,633,217,245,162,59
4,1,21,22,10,34,4,74,1,15,110,24,21,40,8,17,0,2,0,2,8,90,31,32,0,1,572,182,219,165,60
9,3,32,49,1,11,4,15,14,9,99,14,68,58,1,13,6,1,13,5,18,49,31,25,1,0,549,162,263,112,61
0,1,17,23,5,40,4,20,7,5,101,26,46,35,5,22,0,0,3,0,10,33,12,34,0,2,451,114,225,109,62
1,2,12,11,7,34,0,33,3,17,70,28,26,41,11,9,0,1,4,2,12,33,16,22,0,0,395,99,196,97,63
2,2,42,53,3,35,0,27,6,11,151,20,23,71,6,5,1,1,0,8,15,56,17,32,1,0,588,136,288,160,64
3,0,10,22,6,26,0,36,7,16,105,20,14,26,7,17,0,0,5,0,9,47,14,23,0,0,413,115,195,100,65
1,3,16,23,2,28,3,35,4,9,98,29,30,35,9,9,0,0,2,2,15,48,9,27,0,2,439,112,214,107,66
2,2,12,19,3,11,0,18,9,26,44,20,27,56,9,12,0,3,7,6,18,50,15,32,0,1,402,143,191,63,67
0,0,23,22,1,20,3,32,15,14,110,27,33,29,15,16,1,2,3,1,12,52,21,33,2,4,491,143,243,101,68
3,0,26,28,6,33,1,61,8,32,77,16,32,32,7,15,0,2,7,5,10,59,19,31,0,2,512,148,204,155,69
2,1,12,40,2,11,0,28,6,19,131,26,17,42,3,9,2,0,3,0,27,30,8,19,1,5,444,99,244,93,70
2,1,24,31,4,43,3,41,7,12,130,33,21,36,3,8,1,5,5,1,17,42,25,28,1,0,524,133,242,146,71
3,0,15,39,23,37,3,79,12,18,124,37,17,41,21,9,0,5,5,2,9,61,18,21,0,1,600,130,270,196,72
3,1,10,22,13,24,2,31,5,13,105,20,15,62,5,8,0,1,5,2,7,43,10,19,0,0,426,95,225,102,73
6,0,24,28,4,25,1,35,9,13,159,25,25,56,17,11,0,5,5,2,20,40,18,31,0,2,561,132,304,117,74
3,0,31,28,3,26,1,40,15,16,134,20,43,74,20,13,0,0,2,8,23,43,14,33,0,1,591,136,322,129,75
3,0,12,34,3,5,1,13,3,22,78,17,38,75,4,5,0,3,7,8,20,29,24,39,1,0,444,136,237,68,76
8,1,19,30,12,42,2,43,2,12,149,10,22,44,12,6,0,1,3,1,8,33,14,21,0,1,496,87,251,148,77
5,0,21,22,0,22,1,22,7,10,101,28,35,43,8,9,0,0,5,0,10,31,21,22,0,2,425,98,232,88,78
0,2,15,31,3,16,0,25,20,5,111,15,26,83,1,6,0,0,10,1,28,82,16,34,0,1,531,177,261,90,79
8,0,8,20,4,40,4,29,2,12,108,21,35,45,9,10,0,1,1,1,7,44,16,22,1,2,450,103,232,105,80
2,0,16,21,3,8,3,10,6,20,72,23,18,47,1,6,1,3,1,1,7,26,24,35,0,0,354,104,187,61,81
3,2,41,23,5,35,2,27,9,11,139,15,26,68,3,11,0,1,1,2,10,68,10,19,0,3,534,122,271,133,82
1,1,48,25,7,33,0,31,7,13,121,27,30,35,7,9,0,3,1,1,17,75,7,28,2,0,529,143,240,144,83
1,0,14,6,4,12,0,19,5,11,91,10,8,34,2,4,0,1,8,0,1,18,4,8,0,0,261,44,161,55,84
1,1,12,27,6,19,2,26,7,13,92,25,15,46,7,4,0,3,1,0,14,27,13,20,1,0,382,83,205,92,85
0,3,23,27,0,1,0,9,5,8,83,10,30,78,3,8,0,3,4,9,34,46,29,42,0,2,457,175,217,60,86
4,1,13,35,15,43,6,38,1,21,103,11,32,32,5,8,0,1,6,2,7,51,24,18,2,2,481,119,205,150,87
3,1,23,28,6,15,3,28,4,33,213,20,35,49,6,7,1,1,4,4,15,61,22,32,0,1,615,147,360,103,88
3,0,18,16,4,21,4,34,1,14,71,48,13,17,8,17,0,1,3,1,14,62,15,24,0,1,410,137,172,97,89
6,0,16,52,2,34,2,43,14,39,116,37,37,70,9,13,0,2,0,2,28,70,23,24,1,0,640,163,322,149,90
4,2,16,26,3,25,2,31,7,24,110,19,31,42,5,11,0,4,3,5,15,46,13,20,0,2,466,117,238,103,91
2,5,13,21,4,15,2,23,19,16,95,12,47,59,9,22,3,0,2,2,23,72,20,31,0,4,521,175,257,78,92
1,1,23,20,3,18,0,17,4,18,63,18,18,36,9,4,0,0,5,2,12,26,12,19,0,0,329,80,166,81,93
0,0,7,17,2,9,0,17,6,18,86,30,23,43,8,7,0,2,0,5,9,38,6,20,0,0,353,87,214,52,94
1,2,17,28,7,31,3,35,7,28,114,27,25,61,15,16,1,3,7,3,7,48,17,26,1,2,532,129,277,121,95
1,0,21,32,7,17,2,28,11,27,78,20,32,31,11,7,0,0,11,2,11,54,10,25,0,5,443,120,210,107,96
0,7,9,21,4,25,1,26,11,7,86,27,15,40,10,8,4,3,2,2,7,39,4,25,3,1,387,97,196,86,97
4,1,17,38,2,6,0,32,6,2,96,19,19,43,4,11,4,0,1,0,15,74,23,19,0,5,441,147,189,95,98
2,0,18,29,3,26,3,39,20,28,112,26,43,48,10,7,0,2,5,1,9,46,4,15,3,1,500,92,287,118,99
3,0,21,25,6,47,3,47,9,13,106,27,21,49,8,7,0,2,6,3,9,32,10,25,1,2,482,95,233,149,100
2,2,9,27,3,12,1,6,2,9,74,23,14,43,3,4,0,0,2,1,11,21,7,29,1,0,306,76,168,58,101
5,1,5,12,2,15,0,27,1,6,54,11,15,43,3,2,0,0,0,10,23,33,14,25,1,10,318,108,133,61,102
1,3,14,28,5,16,3,32,7,21,105,21,21,50,6,14,1,0,3,1,9,38,9,23,0,3,434,98,231,98,103
2,2,27,29,8,21,0,24,8,13,90,25,13,36,6,14,2,2,2,0,14,38,11,35,0,1,423,118,191,109,104
0,0,8,11,0,8,0,13,2,1,29,8,9,21,2,2,0,1,1,1,16,15,11,19,0,4,182,66,72,40,105
0,0,22,17,1,10,2,8,7,3,70,19,7,15,4,7,0,0,5,1,9,30,8,20,1,0,266,81,125,60,106
4,0,13,14,2,25,5,22,6,11,97,21,30,28,6,13,0,0,1,2,11,46,7,20,0,1,385,100,199,81,107
2,0,22,26,1,12,2,33,7,8,106,29,14,38,9,23,0,0,3,1,20,21,26,39,0,8,450,133,211,96,108
3,0,18,40,3,64,1,56,11,42,165,37,33,63,9,25,0,0,1,4,25,53,23,42,1,1,720,174,360,182,109
3,1,14,21,2,14,6,24,5,14,77,26,36,28,8,4,3,4,3,0,6,30,11,28,2,2,372,91,194,81,110
1,1,11,35,3,19,2,40,8,18,103,20,28,49,14,8,2,1,7,1,17,47,12,26,0,0,473,121,240,110,111
2,0,21,28,3,15,2,19,5,19,60,26,31,48,10,3,16,1,9,1,15,28,14,15,0,1,392,102,199,88,112
3,0,16,26,6,29,6,37,15,10,113,22,31,58,11,11,0,1,6,4,13,36,14,16,0,1,485,101,260,120,113
3,0,15,32,4,14,4,19,5,30,65,28,15,51,14,16,0,0,7,0,12,26,15,16,0,2,393,92,208,88,114
2,2,14,20,5,37,6,45,11,37,113,42,44,51,9,16,0,3,0,2,12,59,18,39,0,3,590,149,307,127,115
